Transcript PK, Syllable PK, Sequence PK
pəfektɪd, fe, 3
pəfektɪd, ek, 4
pəfektɪd, tɪ, 5
pəfektɪd, ɪd, 6
pəluːtərz, pə, 1
pəluːtərz, əl, 2
pəluːtərz, luː, 3
pəluːtərz, uːt, 4
pəluːtərz, tə, 5
pəluːtərz, ər, 6
pətrəʊlz, pə, 1
pətrəʊlz, ət, 2
pətrəʊlz, rəʊ, 3
pətrəʊlz, əʊl, 4
pəʊtʃɪŋ, pəʊ, 1
pəʊtʃɪŋ, əʊtʃ, 2
pəʊtʃɪŋ, tʃɪ, 3
pəʊtʃɪŋ, ɪŋ, 4
pəʊzɪŋ, pəʊ, 1
pəʊzɪŋ, əʊz, 2
pəʊzɪŋ, zɪ, 3
pəʊzɪŋ, ɪŋ, 4
pɜːfjuːmd, pɜː, 1
pɜːfjuːmd, ɜːf, 2
pɜːfjuːmd, juː, 3
pɜːfjuːmd, uːm, 4
pɜːfjuːmz, pɜː, 1
pɜːfjuːmz, ɜːf, 2
pɜːfjuːmz, juː, 3
pɜːfjuːmz, uːm, 4
pɜːpətreɪtər, pɜː, 1
pɜːpətreɪtər, ɜːp, 2
pɜːpətreɪtər, pə, 3
pɜːpətreɪtər, ət, 4
pɜːpətreɪtər, reɪ, 5
pɜːpətreɪtər, eɪt, 6
pɜːpətreɪtər, tə, 7
pɜːpətreɪtər, ər, 8
pɪgmənt, pɪ, 1
pɪgmənt, ɪg, 2
pɪgmənt, mə, 3
pɪgmənt, ən, 4
pɪgmənts, pɪ, 1
pɪgmənts, ɪg, 2
pɪgmənts, mə, 3
pɪgmənts, ən, 4
pɪgskɪn, pɪ, 1
pɪgskɪn, ɪg, 2
pɪgskɪn, kɪ, 3
pɪgskɪn, ɪn, 4
pɪk, pɪ, 1
pɪk, ɪk, 2
pɪkl, pɪ, 1
pɪkl, ɪk, 2
pɪknɪks, pɪ, 1
pɪknɪks, ɪk, 2
pɪknɪks, nɪ, 3
pɪknɪks, ɪk, 4
pɪlərz, pɪ, 1
pɪlərz, ɪl, 2
pɪlərz, lə, 3
pɪlərz, ər, 4
pɪnd, pɪ, 1
pɪnd, ɪn, 2
pɪŋɪŋ, pɪ, 1
pɪŋɪŋ, ɪŋ, 2
pɪŋɪŋ, ŋɪ, 3
pɪŋɪŋ, ɪŋ, 4
pɪər_rɪvjuːd, pɪə, 1
pɪər_rɪvjuːd, ɪər, 2
pɪər_rɪvjuːd, rɪ, 3
pɪər_rɪvjuːd, ɪv, 4
pɪər_rɪvjuːd, juː, 5
pɪər_rɪvjuːd, uːd, 6
pʌblɪsɪst, pʌ, 1
pʌblɪsɪst, ʌb, 2
pʌblɪsɪst, lɪ, 3
pʌblɪsɪst, ɪs, 4
pʌblɪsɪst, sɪ, 5
pʌblɪsɪst, ɪs, 6
pʌmpkɪn, pʌ, 1
pʌmpkɪn, ʌm, 2
pʌmpkɪn, kɪ, 3
pʌmpkɪn, ɪn, 4
pʌmpt, pʌ, 1
pʌmpt, ʌm, 2
pʌntʃɪŋ, pʌ, 1
pʌntʃɪŋ, ʌn, 2
pʌntʃɪŋ, tʃɪ, 3
pʌntʃɪŋ, ɪŋ, 4
pʌt, pʌ, 1
pʌt, ʌt, 2
raɪətɪŋ, raɪ, 1
raɪətɪŋ, ɪət, 2
raɪətɪŋ, tɪ, 3
raɪətɪŋ, ɪŋ, 4
redi_meɪd, re, 1
redi_meɪd, ed, 2
redi_meɪd, di, 3
redi_meɪd, meɪ, 4
redi_meɪd, eɪd, 5
redʒɪmən, re, 1
redʒɪmən, edʒ, 2
redʒɪmən, dʒɪ, 3
redʒɪmən, ɪm, 4
redʒɪmən, mə, 5
redʒɪmən, ən, 6
regjuleɪtɪŋ, re, 1
regjuleɪtɪŋ, eg, 2
regjuleɪtɪŋ, ju, 3
regjuleɪtɪŋ, ul, 4
regjuleɪtɪŋ, leɪ, 5
regjuleɪtɪŋ, eɪt, 6
regjuleɪtɪŋ, tɪ, 7
regjuleɪtɪŋ, ɪŋ, 8
rekəmendz, re, 1
rekəmendz, ek, 2
rekəmendz, kə, 3
rekəmendz, əm, 4
rekəmendz, me, 5
rekəmendz, en, 6
rendəz, re, 1
rendəz, en, 2
rendəz, də, 3
rendəz, əz, 4
rentlz, re, 1
rentlz, en, 2
renəveɪʃn, re, 1
renəveɪʃn, en, 2
renəveɪʃn, nə, 3
renəveɪʃn, əv, 4
renəveɪʃn, veɪ, 5
renəveɪʃn, eɪʃ, 6
renɪgeɪdz, re, 1
renɪgeɪdz, en, 2
renɪgeɪdz, nɪ, 3
renɪgeɪdz, ɪg, 4
renɪgeɪdz, geɪ, 5
renɪgeɪdz, eɪd, 6
rezərektɪŋ, re, 1
rezərektɪŋ, ez, 2
rezərektɪŋ, zə, 3
rezərektɪŋ, ər, 4
rezərektɪŋ, re, 5
rezərektɪŋ, ek, 6
rezərektɪŋ, tɪ, 7
rezərektɪŋ, ɪŋ, 8
reɪdiəʊd, reɪ, 1
reɪdiəʊd, eɪd, 2
reɪdiəʊd, di, 3
reɪdiəʊd, əʊd, 4
reɪkt, reɪ, 1
reɪkt, eɪk, 2
reɪlweɪz, reɪ, 1
reɪlweɪz, eɪl, 2
reɪlweɪz, weɪ, 3
reɪlweɪz, eɪz, 4
reɪsiz, reɪ, 1
reɪsiz, eɪs, 2
reɪsiz, si, 3
reɪsiz, iz, 4
riækts, ri, 1
riækts, æk, 2
riː_ɪkzæmɪnɪŋ, riː, 1
riː_ɪkzæmɪnɪŋ, ɪk, 2
riː_ɪkzæmɪnɪŋ, zæ, 3
riː_ɪkzæmɪnɪŋ, æm, 4
riː_ɪkzæmɪnɪŋ, mɪ, 5
riː_ɪkzæmɪnɪŋ, ɪn, 6
riː_ɪkzæmɪnɪŋ, nɪ, 7
riː_ɪkzæmɪnɪŋ, ɪŋ, 8
riːbɜːθ, riː, 1
riːbɜːθ, iːb, 2
riːbɜːθ, bɜː, 3
riːbɜːθ, ɜːθ, 4
riːhaɪəd, riː, 1
riːhaɪəd, iːh, 2
riːhaɪəd, haɪ, 3
riːhaɪəd, ɪəd, 4
riːhæʃ, riː, 1
riːhæʃ, iːh, 2
riːhæʃ, hæ, 3
riːhæʃ, æʃ, 4
riːjuːz, riː, 1
riːjuːz, iːj, 2
riːjuːz, juː, 3
riːjuːz, uːz, 4
riːkrieɪt, riː, 1
riːkrieɪt, iːk, 2
riːkrieɪt, eɪt, 3
riːkənsɪdəreɪʃn, riː, 1
riːkənsɪdəreɪʃn, iːk, 2
riːkənsɪdəreɪʃn, kə, 3
riːkənsɪdəreɪʃn, ən, 4
riːkənsɪdəreɪʃn, sɪ, 5
riːkənsɪdəreɪʃn, ɪd, 6
riːkənsɪdəreɪʃn, də, 7
riːkənsɪdəreɪʃn, ər, 8
riːkənsɪdəreɪʃn, reɪ, 9
riːkənsɪdəreɪʃn, eɪʃ, 10
riːmætʃ, riː, 1
riːmætʃ, iːm, 2
riːmætʃ, mæ, 3
riːmætʃ, ætʃ, 4
riːmɒdld, riː, 1
riːmɒdld, iːm, 2
riːmɒdld, mɒ, 3
riːmɒdld, ɒd, 4
riːpəʊstɪd, riː, 1
riːpəʊstɪd, iːp, 2
riːpəʊstɪd, pəʊ, 3
riːpəʊstɪd, əʊs, 4
riːpəʊstɪd, tɪ, 5
riːpəʊstɪd, ɪd, 6
riːsaɪkl, riː, 1
riːsaɪkl, iːs, 2
riːsaɪkl, saɪ, 3
riːsaɪkl, aɪk, 4
riːteɪld, riː, 1
riːteɪld, iːt, 2
riːteɪld, teɪ, 3
riːteɪld, eɪl, 4
riːæləkeɪtɪd, riː, 1
riːæləkeɪtɪd, æl, 2
riːæləkeɪtɪd, lə, 3
riːæləkeɪtɪd, ək, 4
riːæləkeɪtɪd, keɪ, 5
riːæləkeɪtɪd, eɪt, 6
riːæləkeɪtɪd, tɪ, 7
riːæləkeɪtɪd, ɪd, 8
riːɪmpəʊzd, riː, 1
riːɪmpəʊzd, ɪm, 2
riːɪmpəʊzd, pəʊ, 3
riːɪmpəʊzd, əʊz, 4
riːɪnkɑːneɪtɪd, riː, 1
riːɪnkɑːneɪtɪd, ɪn, 2
riːɪnkɑːneɪtɪd, kɑː, 3
riːɪnkɑːneɪtɪd, ɑːn, 4
riːɪnkɑːneɪtɪd, neɪ, 5
riːɪnkɑːneɪtɪd, eɪt, 6
riːɪnkɑːneɪtɪd, tɪ, 7
riːɪnkɑːneɪtɪd, ɪd, 8
riːɪnvestɪd, riː, 1
riːɪnvestɪd, ɪn, 2
riːɪnvestɪd, ve, 3
riːɪnvestɪd, es, 4
riːɪnvestɪd, tɪ, 5
riːɪnvestɪd, ɪd, 6
ruːtiːnz, ruː, 1
ruːtiːnz, uːt, 2
ruːtiːnz, tiː, 3
ruːtiːnz, iːn, 4
ruːts, ruː, 1
ruːts, uːt, 2
ruːʒ, ruː, 1
ruːʒ, uːʒ, 2
rændəm, ræ, 1
rændəm, æn, 2
rændəm, də, 3
rændəm, əm, 4
ræpɪd_faɪər, ræ, 1
ræpɪd_faɪər, æp, 2
ræpɪd_faɪər, pɪ, 3
ræpɪd_faɪər, ɪd, 4
ræpɪd_faɪər, faɪ, 5
ræpɪd_faɪər, ɪər, 6
rætʃɪtɪd, ræ, 1
rætʃɪtɪd, ætʃ, 2
rætʃɪtɪd, tʃɪ, 3
rætʃɪtɪd, ɪt, 4
rætʃɪtɪd, tɪ, 5
rætʃɪtɪd, ɪd, 6
ræŋkt, ræ, 1
ræŋkt, æŋ, 2
ræŋkɪŋz, ræ, 1
ræŋkɪŋz, æŋ, 2
ræŋkɪŋz, kɪ, 3
ræŋkɪŋz, ɪŋ, 4
rɒt, rɒ, 1
rɒt, ɒt, 2
rəʊ, rəʊ, 1
rəʊmæntɪsaɪz, rəʊ, 1
rəʊmæntɪsaɪz, əʊm, 2
rəʊmæntɪsaɪz, mæ, 3
rəʊmæntɪsaɪz, æn, 4
rəʊmæntɪsaɪz, tɪ, 5
rəʊmæntɪsaɪz, ɪs, 6
rəʊmæntɪsaɪz, saɪ, 7
rəʊmæntɪsaɪz, aɪz, 8
rəʊstɪŋ, rəʊ, 1
rəʊstɪŋ, əʊs, 2
rəʊstɪŋ, tɪ, 3
rəʊstɪŋ, ɪŋ, 4
rəʊteɪtɪŋ, rəʊ, 1
rəʊteɪtɪŋ, əʊt, 2
rəʊteɪtɪŋ, teɪ, 3
rəʊteɪtɪŋ, eɪt, 4
rəʊteɪtɪŋ, tɪ, 5
rəʊteɪtɪŋ, ɪŋ, 6
rəʊtɪsəri, rəʊ, 1
rəʊtɪsəri, əʊt, 2
rəʊtɪsəri, tɪ, 3
rəʊtɪsəri, ɪs, 4
rəʊtɪsəri, sə, 5
rəʊtɪsəri, ər, 6
rəʊtɪsəri, ri, 7
rɪbən, rɪ, 1
rɪbən, ɪb, 2
rɪbən, bə, 3
rɪbən, ən, 4
rɪdn, rɪ, 1
rɪdn, ɪd, 2
rɪdɪŋ, rɪ, 1
rɪdɪŋ, ɪd, 2
rɪdɪŋ, dɪ, 3
rɪdɪŋ, ɪŋ, 4
rɪdʒenəreɪʃn, rɪ, 1
rɪdʒenəreɪʃn, ɪdʒ, 2
rɪdʒenəreɪʃn, dʒe, 3
rɪdʒenəreɪʃn, en, 4
rɪdʒenəreɪʃn, nə, 5
rɪdʒenəreɪʃn, ər, 6
rɪdʒenəreɪʃn, reɪ, 7
rɪdʒenəreɪʃn, eɪʃ, 8
rɪflekʃnz, rɪ, 1
rɪflekʃnz, ɪf, 2
rɪflekʃnz, le, 3
rɪflekʃnz, ek, 4
rɪgd, rɪ, 1
rɪgd, ɪg, 2
rɪkruːtɪd, rɪ, 1
rɪkruːtɪd, ɪk, 2
rɪkruːtɪd, ruː, 3
rɪkruːtɪd, uːt, 4
rɪkruːtɪd, tɪ, 5
rɪkruːtɪd, ɪd, 6
rɪkɒnɪsns, rɪ, 1
rɪkɒnɪsns, ɪk, 2
rɪkɒnɪsns, kɒ, 3
rɪkɒnɪsns, ɒn, 4
rɪkɒnɪsns, nɪ, 5
rɪkɒnɪsns, ɪs, 6
rɪlentləsiz, rɪ, 1
rɪlentləsiz, ɪl, 2
rɪlentləsiz, le, 3
rɪlentləsiz, en, 4
rɪlentləsiz, lə, 5
rɪlentləsiz, əs, 6
rɪlentləsiz, si, 7
rɪlentləsiz, iz, 8
rɪpiːld, rɪ, 1
rɪpiːld, ɪp, 2
rɪpiːld, piː, 3
rɪpiːld, iːl, 4
rɪpraɪzlz, rɪ, 1
rɪpraɪzlz, ɪp, 2
rɪpraɪzlz, raɪ, 3
rɪpraɪzlz, aɪz, 4
rɪps, rɪ, 1
rɪps, ɪp, 2
rɪpt, rɪ, 1
rɪpt, ɪp, 2
rɪteɪnz, rɪ, 1
rɪteɪnz, ɪt, 2
rɪteɪnz, teɪ, 3
rɪteɪnz, eɪn, 4
rɪtrækt, rɪ, 1
rɪtrækt, ɪt, 2
rɪtrækt, ræ, 3
rɪtrækt, æk, 4
rɪtʃuəlz, rɪ, 1
rɪtʃuəlz, ɪtʃ, 2
rɪtʃuəlz, tʃu, 3
rɪtʃuəlz, əl, 4
rɪvaɪvɪŋ, rɪ, 1
rɪvaɪvɪŋ, vaɪ, 2
rɪvaɪvɪŋ, aɪv, 3
rɪvaɪvɪŋ, vɪ, 4
rɪvaɪvɪŋ, ɪŋ, 5
rɪvɒlvz, rɪ, 1
rɪvɒlvz, ɪv, 2
rɪvɒlvz, vɒ, 3
rɪvɒlvz, ɒl, 4
rɪwɔːdz, rɪ, 1
rɪwɔːdz, ɪw, 2
rɪwɔːdz, wɔː, 3
rɪwɔːdz, ɔːd, 4
rɪzaʊndɪŋli, rɪ, 1
rɪzaʊndɪŋli, ɪz, 2
rɪzaʊndɪŋli, zaʊ, 3
rɪzaʊndɪŋli, aʊn, 4
rɪzaʊndɪŋli, dɪ, 5
rɪzaʊndɪŋli, ɪŋ, 6
rɪzaʊndɪŋli, li, 7
rɪzɪstɪd, rɪ, 1
rɪzɪstɪd, ɪz, 2
rɪzɪstɪd, zɪ, 3
rɪzɪstɪd, ɪs, 4
rɪzɪstɪd, tɪ, 5
rɪzɪstɪd, ɪd, 6
rɪzɪstɪŋ, rɪ, 1
rɪzɪstɪŋ, ɪz, 2
rɪzɪstɪŋ, zɪ, 3
rɪzɪstɪŋ, ɪs, 4
rɪzɪstɪŋ, tɪ, 5
rɪzɪstɪŋ, ɪŋ, 6
rʌn_ɪn, rʌ, 1
rʌn_ɪn, ʌn, 2
rʌn_ɪn, ɪn, 3
rʌnərz, rʌ, 1
rʌnərz, ʌn, 2
rʌnərz, nə, 3
rʌnərz, ər, 4
rʌsld, rʌ, 1
rʌsld, ʌs, 2
rʌʃər, rʌ, 1
rʌʃər, ʌʃ, 2
rʌʃər, ʃə, 3
rʌʃər, ər, 4
rʌʃɪŋ, rʌ, 1
rʌʃɪŋ, ʌʃ, 2
rʌʃɪŋ, ʃɪ, 3
rʌʃɪŋ, ɪŋ, 4
saɪdlaɪnz, saɪ, 1
saɪdlaɪnz, aɪd, 2
saɪdlaɪnz, laɪ, 3
saɪdlaɪnz, aɪn, 4
saɪðiz, saɪ, 1
saɪðiz, aɪð, 2
saɪðiz, ði, 3
saɪðiz, iz, 4
segweɪ, se, 1
segweɪ, eg, 2
segweɪ, weɪ, 3
segweɪd, se, 1
segweɪd, eg, 2
segweɪd, weɪ, 3
segweɪd, eɪd, 4
seksɪst, se, 1
seksɪst, ek, 2
seksɪst, sɪ, 3
seksɪst, ɪs, 4
sektərz, se, 1
sektərz, ek, 2
sektərz, tə, 3
sektərz, ər, 4
self_aɪsəleɪt, se, 1
self_aɪsəleɪt, el, 2
self_aɪsəleɪt, aɪs, 3
self_aɪsəleɪt, sə, 4
self_aɪsəleɪt, əl, 5
self_aɪsəleɪt, leɪ, 6
self_aɪsəleɪt, eɪt, 7
self_kənfest, se, 1
self_kənfest, el, 2
self_kənfest, kə, 3
self_kənfest, ən, 4
self_kənfest, fe, 5
self_kənfest, es, 6
self_sɜːvɪs, se, 1
self_sɜːvɪs, el, 2
self_sɜːvɪs, sɜː, 3
self_sɜːvɪs, ɜːv, 4
self_sɜːvɪs, vɪ, 5
self_sɜːvɪs, ɪs, 6
self_sɪlektɪd, se, 1
self_sɪlektɪd, el, 2
self_sɪlektɪd, sɪ, 3
self_sɪlektɪd, ɪl, 4
self_sɪlektɪd, le, 5
self_sɪlektɪd, ek, 6
self_sɪlektɪd, tɪ, 7
self_sɪlektɪd, ɪd, 8
selfləsiz, se, 1
selfləsiz, el, 2
selfləsiz, lə, 3
selfləsiz, əs, 4
selfləsiz, si, 5
selfləsiz, iz, 6
semi_preʃəsiz, se, 1
semi_preʃəsiz, em, 2
semi_preʃəsiz, mi, 3
semi_preʃəsiz, re, 4
semi_preʃəsiz, eʃ, 5
semi_preʃəsiz, ʃə, 6
semi_preʃəsiz, əs, 7
semi_preʃəsiz, si, 8
semi_preʃəsiz, iz, 9
sendər, se, 1
sendər, en, 2
sendər, də, 3
sendər, ər, 4
sensləsli, se, 1
sensləsli, en, 2
sensləsli, lə, 3
sensləsli, əs, 4
sensləsli, li, 5
sentɪd, se, 1
sentɪd, en, 2
sentɪd, tɪ, 3
sentɪd, ɪd, 4
sevnθ, se, 1
sevnθ, ev, 2
seɪlərz, seɪ, 1
seɪlərz, eɪl, 2
seɪlərz, lə, 3
seɪlərz, ər, 4
seɪt, seɪ, 1
seɪt, eɪt, 2
siːmən, siː, 1
siːmən, iːm, 2
siːmən, mə, 3
siːmən, ən, 4
siːzn, siː, 1
siːzn, iːz, 2
siːʒərz, siː, 1
siːʒərz, iːʒ, 2
siːʒərz, ʒə, 3
siːʒərz, ər, 4
skaɪdaɪvɪŋ, kaɪ, 1
skaɪdaɪvɪŋ, aɪd, 2
skaɪdaɪvɪŋ, daɪ, 3
skaɪdaɪvɪŋ, aɪv, 4
skaɪdaɪvɪŋ, vɪ, 5
skaɪdaɪvɪŋ, ɪŋ, 6
skaʊərɪŋ, kaʊ, 1
skaʊərɪŋ, ʊər, 2
skaʊərɪŋ, rɪ, 3
skaʊərɪŋ, ɪŋ, 4
skeərəli, keə, 1
skeərəli, eər, 2
skeərəli, rə, 3
skeərəli, əl, 4
skeərəli, li, 5
skeɪtbɔːdɪŋ, keɪ, 1
skeɪtbɔːdɪŋ, eɪt, 2
skeɪtbɔːdɪŋ, bɔː, 3
skeɪtbɔːdɪŋ, ɔːd, 4
skeɪtbɔːdɪŋ, dɪ, 5
skeɪtbɔːdɪŋ, ɪŋ, 6
skriːnʃɒt, riː, 1
skriːnʃɒt, iːn, 2
skriːnʃɒt, ʃɒ, 3
skriːnʃɒt, ɒt, 4
skuːljɑːd, kuː, 1
skuːljɑːd, uːl, 2
skuːljɑːd, jɑː, 3
skuːljɑːd, ɑːd, 4
skuːlmeɪts, kuː, 1
skuːlmeɪts, uːl, 2
skuːlmeɪts, meɪ, 3
skuːlmeɪts, eɪt, 4
skuːpt, kuː, 1
skuːpt, uːp, 2
skæmz, kæ, 1
skæmz, æm, 2
skævɪndʒər, kæ, 1
skævɪndʒər, æv, 2
skævɪndʒər, vɪ, 3
skævɪndʒər, ɪn, 4
skævɪndʒər, dʒə, 5
skævɪndʒər, ər, 6
skɔːd, kɔː, 1
skɔːd, ɔːd, 2
skəʊldɪŋ, kəʊ, 1
skəʊldɪŋ, əʊl, 2
skəʊldɪŋ, dɪ, 3
skəʊldɪŋ, ɪŋ, 4
skʌflz, kʌ, 1
skʌflz, ʌf, 2
skʌmi, kʌ, 1
skʌmi, ʌm, 2
skʌmi, mi, 3
slæb, læ, 1
slæb, æb, 2
slæpɪŋ, læ, 1
slæpɪŋ, æp, 2
slæpɪŋ, pɪ, 3
slæpɪŋ, ɪŋ, 4
slɜːp, lɜː, 1
slɜːp, ɜːp, 2
smaɪlz, maɪ, 1
smaɪlz, aɪl, 2
smuːðə, muː, 1
smuːðə, uːð, 2
smuːðə, ðə, 3
smɑːtfəʊn, mɑː, 1
smɑːtfəʊn, ɑːt, 2
smɑːtfəʊn, fəʊ, 3
smɑːtfəʊn, əʊn, 4
sməʊki, məʊ, 1
sməʊki, əʊk, 2
sməʊki, ki, 3
snɔːkl, nɔː, 1
snɔːkl, ɔːk, 2
snɔːkəlɪŋ, nɔː, 1
snɔːkəlɪŋ, ɔːk, 2
snɔːkəlɪŋ, kə, 3
snɔːkəlɪŋ, əl, 4
snɔːkəlɪŋ, lɪ, 5
snɔːkəlɪŋ, ɪŋ, 6
spendz, pe, 1
spendz, en, 2
spiːdbəʊt, piː, 1
spiːdbəʊt, iːd, 2
spiːdbəʊt, bəʊ, 3
spiːdbəʊt, əʊt, 4
spiːdbəʊts, piː, 1
spiːdbəʊts, iːd, 2
spiːdbəʊts, bəʊ, 3
spiːdbəʊts, əʊt, 4
splɜːdʒ, lɜː, 1
splɜːdʒ, ɜːdʒ, 2
spraʊtɪŋ, raʊ, 1
spraʊtɪŋ, aʊt, 2
spraʊtɪŋ, tɪ, 3
spraʊtɪŋ, ɪŋ, 4
sprɪŋkl, rɪ, 1
sprɪŋkl, ɪŋ, 2
spuːlz, puː, 1
spuːlz, uːl, 2
spænz, pæ, 1
spænz, æn, 2
spænɪŋ, pæ, 1
spænɪŋ, æn, 2
spænɪŋ, nɪ, 3
spænɪŋ, ɪŋ, 4
spæzəmz, pæ, 1
spæzəmz, æz, 2
spæzəmz, zə, 3
spæzəmz, əm, 4
spɔɪld, pɔɪ, 1
spɔɪld, ɔɪl, 2
spɔːtswʊmən, pɔː, 1
spɔːtswʊmən, ɔːt, 2
spɔːtswʊmən, wʊ, 3
spɔːtswʊmən, ʊm, 4
spɔːtswʊmən, mə, 5
spɔːtswʊmən, ən, 6
spɪlz, pɪ, 1
spɪlz, ɪl, 2
spɪrɪtʃuəli, pɪ, 1
spɪrɪtʃuəli, ɪr, 2
spɪrɪtʃuəli, rɪ, 3
spɪrɪtʃuəli, ɪtʃ, 4
spɪrɪtʃuəli, tʃu, 5
spɪrɪtʃuəli, əl, 6
spɪrɪtʃuəli, li, 7
spɪtɪŋ, pɪ, 1
spɪtɪŋ, ɪt, 2
spɪtɪŋ, tɪ, 3
spɪtɪŋ, ɪŋ, 4
staɪlaɪzd, taɪ, 1
staɪlaɪzd, aɪl, 2
staɪlaɪzd, laɪ, 3
staɪlaɪzd, aɪz, 4
staɪlɪʃ, taɪ, 1
staɪlɪʃ, aɪl, 2
staɪlɪʃ, lɪ, 3
staɪlɪʃ, ɪʃ, 4
stedfɑːst, te, 1
stedfɑːst, ed, 2
stedfɑːst, fɑː, 3
stedfɑːst, ɑːs, 4
steriətɪpɪkl, te, 1
steriətɪpɪkl, er, 2
steriətɪpɪkl, ri, 3
steriətɪpɪkl, ət, 4
steriətɪpɪkl, tɪ, 5
steriətɪpɪkl, ɪp, 6
steriətɪpɪkl, pɪ, 7
steriətɪpɪkl, ɪk, 8
sterɔɪd, te, 1
sterɔɪd, er, 2
sterɔɪd, rɔɪ, 3
sterɔɪd, ɔɪd, 4
steɪplz, teɪ, 1
steɪplz, eɪp, 2
stiːlz, tiː, 1
stiːlz, iːl, 2
stjuː, juː, 1
stjuːɪŋ, juː, 1
stjuːɪŋ, ɪŋ, 2
strɔːz, rɔː, 1
strɔːz, ɔːz, 2
strɪndʒənt, rɪ, 1
strɪndʒənt, ɪn, 2
strɪndʒənt, dʒə, 3
strɪndʒənt, ən, 4
stuːlz, tuː, 1
stuːlz, uːl, 2
stæmɪnə, tæ, 1
stæmɪnə, æm, 2
stæmɪnə, mɪ, 3
stæmɪnə, ɪn, 4
stæmɪnə, nə, 5
stɑːd, tɑː, 1
stɑːd, ɑːd, 2
stɑːt_ʌps, tɑː, 1
stɑːt_ʌps, ɑːt, 2
stɑːt_ʌps, ʌp, 3
stɑːtʃi, tɑː, 1
stɑːtʃi, ɑːtʃ, 2
stɑːtʃi, tʃi, 3
stɑːtʃiə, tɑː, 1
stɑːtʃiə, ɑːtʃ, 2
stɑːtʃiə, tʃi, 3
stɔːmd, tɔː, 1
stɔːmd, ɔːm, 2
stəʊɪkli, təʊ, 1
stəʊɪkli, ɪk, 2
stəʊɪkli, li, 3
stɪmjələs, tɪ, 1
stɪmjələs, ɪm, 2
stɪmjələs, jə, 3
stɪmjələs, əl, 4
stɪmjələs, lə, 5
stɪmjələs, əs, 6
stɪnt, tɪ, 1
stɪnt, ɪn, 2
stɪtʃs, tɪ, 1
stɪtʃs, ɪtʃ, 2
stʌfs, tʌ, 1
stʌfs, ʌf, 2
supriːməʊ, su, 1
supriːməʊ, up, 2
supriːməʊ, riː, 3
supriːməʊ, iːm, 4
supriːməʊ, məʊ, 5
suːkuməwiːki, suː, 1
suːkuməwiːki, uːk, 2
suːkuməwiːki, ku, 3
suːkuməwiːki, um, 4
suːkuməwiːki, mə, 5
suːkuməwiːki, əw, 6
suːkuməwiːki, wiː, 7
suːkuməwiːki, iːk, 8
suːkuməwiːki, ki, 9
suːpəstɑːr, suː, 1
suːpəstɑːr, uːp, 2
suːpəstɑːr, pə, 3
suːpəstɑːr, əs, 4
suːpəstɑːr, tɑː, 5
suːpəstɑːr, ɑːr, 6
suːpəstɑːrz, suː, 1
suːpəstɑːrz, uːp, 2
suːpəstɑːrz, pə, 3
suːpəstɑːrz, əs, 4
suːpəstɑːrz, tɑː, 5
suːpəstɑːrz, ɑːr, 6
suːtkeɪs, suː, 1
suːtkeɪs, uːt, 2
suːtkeɪs, keɪ, 3
suːtkeɪs, eɪs, 4
sweɪðiz, weɪ, 1
sweɪðiz, eɪð, 2
sweɪðiz, ði, 3
sweɪðiz, iz, 4
swiːps, wiː, 1
swiːps, iːp, 2
sædld, sæ, 1
sædld, æd, 2
sædnəs, sæ, 1
sædnəs, æd, 2
sædnəs, nə, 3
sædnəs, əs, 4
sætʃəreɪtɪd, sæ, 1
sætʃəreɪtɪd, ætʃ, 2
sætʃəreɪtɪd, tʃə, 3
sætʃəreɪtɪd, ər, 4
sætʃəreɪtɪd, reɪ, 5
sætʃəreɪtɪd, eɪt, 6
sætʃəreɪtɪd, tɪ, 7
sætʃəreɪtɪd, ɪd, 8
sɒlvənts, sɒ, 1
sɒlvənts, ɒl, 2
sɒlvənts, və, 3
sɒlvənts, ən, 4
sɒsɪdʒ, sɒ, 1
sɒsɪdʒ, ɒs, 2
sɒsɪdʒ, sɪ, 3
sɒsɪdʒ, ɪdʒ, 4
sɔːlts, sɔː, 1
sɔːlts, ɔːl, 2
sɔːrz, sɔː, 1
sɔːrz, ɔːr, 2
səbmɪsɪv, sə, 1
səbmɪsɪv, əb, 2
səbmɪsɪv, mɪ, 3
səbmɪsɪv, ɪs, 4
səbmɪsɪv, sɪ, 5
səbmɪsɪv, ɪv, 6
səbsɪstəns, sə, 1
səbsɪstəns, əb, 2
səbsɪstəns, sɪ, 3
səbsɪstəns, ɪs, 4
səbsɪstəns, tə, 5
səbsɪstəns, ən, 6
səksesərz, sə, 1
səksesərz, ək, 2
səksesərz, se, 3
səksesərz, es, 4
səksesərz, sə, 5
səksesərz, ər, 6
səmelɪeɪ, sə, 1
səmelɪeɪ, əm, 2
səmelɪeɪ, me, 3
səmelɪeɪ, el, 4
səmelɪeɪ, lɪ, 5
səməʊsəz, sə, 1
səməʊsəz, əm, 2
səməʊsəz, məʊ, 3
səməʊsəz, əʊs, 4
səməʊsəz, sə, 5
səməʊsəz, əz, 6
sərenəti, sə, 1
sərenəti, ər, 2
sərenəti, re, 3
sərenəti, en, 4
sərenəti, nə, 5
sərenəti, ət, 6
sərenəti, ti, 7
səsaɪətl, sə, 1
səsaɪətl, əs, 2
səsaɪətl, saɪ, 3
səsaɪətl, ɪət, 4
səspekts, sə, 1
səspekts, əs, 2
səspekts, pe, 3
